job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,decision
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4826,8,383,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4788,8,375,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4788,8,375,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4827,5,399,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4827,5,399,0,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4790,5,392,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4790,5,392,1,failure,1,1
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4782,2,393,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4782,2,393,2,nonexistent,1,1
management,married,basic.9y,no,no,no,cellular,may,wed,-2,4821,5,380,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,may,wed,-2,4821,5,380,2,nonexistent,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4774,5,376,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4774,5,376,1,failure,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4776,6,378,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4776,6,378,3,nonexistent,1,1
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4832,3,379,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4832,3,379,4,nonexistent,1,1
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4840,3,388,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4840,3,388,6,success,1,1
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4782,3,385,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4782,3,385,2,nonexistent,1,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4789,3,379,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4789,3,379,4,nonexistent,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4689,5,391,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4689,5,391,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4689,3,391,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4689,3,391,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4692,1,399,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4692,1,399,0,failure,1,1
housemaid,married,basic.9y,no,no,no,cellular,apr,wed,-2,4739,5,379,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,apr,wed,-2,4739,5,379,2,nonexistent,1,1
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4739,3,385,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4739,3,385,2,nonexistent,1,1
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4758,3,386,5,success,0,0
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4758,3,386,5,success,1,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4711,2,383,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4711,2,383,4,nonexistent,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4614,1,392,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4614,1,392,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4670,5,375,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4670,5,375,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4651,5,383,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4651,5,383,0,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4618,5,376,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4618,5,376,1,failure,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4669,2,378,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4669,2,378,3,nonexistent,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4669,3,386,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4669,3,386,3,nonexistent,1,1
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4676,3,379,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4676,3,379,4,nonexistent,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4630,2,382,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4630,2,382,3,nonexistent,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4591,1,378,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4591,1,378,3,nonexistent,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4591,2,382,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4591,2,382,3,nonexistent,1,1
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4548,2,380,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4548,2,380,2,nonexistent,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4458,3,375,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4458,3,375,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4962,26,266,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4962,26,266,0,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4969,26,259,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4969,26,259,1,failure,1,1
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4977,26,252,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4977,26,252,2,nonexistent,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4926,26,258,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4926,26,258,0,failure,1,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4934,26,252,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4934,26,252,2,nonexistent,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4884,26,258,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4884,26,258,0,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4891,26,251,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4891,26,251,1,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4848,26,250,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4848,26,250,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4806,26,250,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4806,26,250,0,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4930,14,345,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4930,14,345,1,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4887,14,345,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4887,14,345,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4965,20,313,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4965,20,313,0,failure,1,1
housemaid,married,basic.9y,no,no,no,cellular,apr,wed,-2,4946,15,333,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,apr,wed,-2,4946,15,333,2,nonexistent,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4961,16,320,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4961,16,320,3,nonexistent,1,1
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4899,14,334,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4899,14,334,2,nonexistent,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4852,14,338,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4852,14,338,1,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4887,17,322,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4887,17,322,1,failure,1,1
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4899,17,315,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4899,17,315,2,nonexistent,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,17,313,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,17,313,0,failure,1,1
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4914,16,318,5,success,0,0
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4914,16,318,5,success,1,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4875,15,325,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4875,15,325,4,nonexistent,1,1
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4879,14,319,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4879,14,319,6,success,1,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4817,14,331,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4817,14,331,2,nonexistent,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4813,17,315,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4813,17,315,1,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4770,17,314,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4770,17,314,0,failure,1,1
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4817,14,317,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4817,14,317,2,nonexistent,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4825,15,324,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4825,15,324,3,nonexistent,1,1
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4836,14,318,5,success,0,0
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4836,14,318,5,success,1,1
management,married,basic.9y,no,no,no,cellular,may,wed,-2,4782,14,318,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,may,wed,-2,4782,14,318,2,nonexistent,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4710,14,329,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4710,14,329,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4728,14,321,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4728,14,321,0,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4735,14,314,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4735,14,314,1,failure,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4737,15,316,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4737,15,316,3,nonexistent,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4692,14,314,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4692,14,314,0,failure,1,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4973,11,364,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4973,11,364,2,nonexistent,1,1
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4977,8,365,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4977,8,365,2,nonexistent,1,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4973,9,371,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4973,9,371,4,nonexistent,1,1
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4996,9,365,5,success,0,0
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4996,9,365,5,success,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4926,8,369,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4926,8,369,1,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4965,11,353,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4965,11,353,1,failure,1,1
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4977,11,346,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4977,11,346,2,nonexistent,1,1
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4928,11,346,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4928,11,346,2,nonexistent,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4942,13,347,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4942,13,347,3,nonexistent,1,1
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4957,8,350,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4957,8,350,6,success,1,1
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4957,9,358,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4957,9,358,6,success,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4848,11,360,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4848,11,360,0,failure,1,1
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4895,8,362,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4895,8,362,2,nonexistent,1,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4895,9,364,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4895,9,364,4,nonexistent,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4852,8,362,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4852,8,362,1,failure,1,1
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4872,8,370,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4872,8,370,2,nonexistent,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4891,11,346,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4891,11,346,1,failure,1,1
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4911,11,354,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4911,11,354,2,nonexistent,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4865,11,352,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4865,11,352,0,failure,1,1
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4860,11,349,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4860,11,349,2,nonexistent,1,1
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4916,9,348,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4916,9,348,4,nonexistent,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4864,9,351,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4864,9,351,3,nonexistent,1,1
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4858,9,356,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4858,9,356,4,nonexistent,1,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4992,12,340,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4992,12,340,4,nonexistent,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4942,12,340,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4942,12,340,3,nonexistent,1,1
student,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4953,13,326,5,success,0,0
student,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4953,13,326,5,success,1,1
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4891,11,339,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4891,11,339,2,nonexistent,1,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4906,12,333,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4906,12,333,4,nonexistent,1,1
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4910,13,325,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4910,13,325,4,nonexistent,1,1
student,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4875,12,324,5,success,0,0
student,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4875,12,324,5,success,1,1
student,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4992,6,371,5,success,0,0
student,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4992,6,371,5,success,1,1
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4955,6,372,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4955,6,372,4,nonexistent,1,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4906,6,371,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4906,6,371,4,nonexistent,1,1
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4901,6,373,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4901,6,373,6,success,1,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4867,6,368,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4867,6,368,4,nonexistent,1,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4817,8,369,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4817,8,369,2,nonexistent,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4788,8,360,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4788,8,360,0,failure,1,1
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4782,8,362,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4782,8,362,2,nonexistent,1,1
management,married,basic.9y,no,no,no,cellular,may,wed,-2,4797,9,349,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,may,wed,-2,4797,9,349,2,nonexistent,1,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4733,8,362,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4733,8,362,2,nonexistent,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4696,8,362,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4696,8,362,1,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4696,11,345,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4696,11,345,0,failure,1,1
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4739,8,348,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4739,8,348,2,nonexistent,1,1
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4714,8,346,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4714,8,346,2,nonexistent,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4708,9,351,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4708,9,351,3,nonexistent,1,1
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4823,6,366,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4823,6,366,6,success,1,1
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4793,6,372,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4793,6,372,4,nonexistent,1,1
