job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,decision
blue-collar,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,3790,26,976,3,nonexistent,0,0
blue-collar,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,3790,26,976,3,nonexistent,1,1
housemaid,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,3790,27,976,3,nonexistent,0,0
housemaid,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,3790,27,976,3,nonexistent,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,3758,26,955,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,3758,26,955,0,failure,1,1
housemaid,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,3830,26,954,0,failure,0,0
housemaid,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,3830,26,954,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,3766,28,956,1,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,3766,28,956,1,failure,1,1
housemaid,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,3751,26,938,0,failure,0,0
housemaid,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,3751,26,938,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4689,1,985,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4689,1,985,0,failure,1,1
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4391,8,987,1,failure,0,0
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4391,8,987,1,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4455,11,985,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4455,11,985,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4470,8,987,1,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4470,8,987,1,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4391,8,974,1,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4391,8,974,1,failure,1,1
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4533,5,985,0,failure,0,0
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4533,5,985,0,failure,1,1
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4540,5,986,0,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4540,5,986,0,failure,1,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4579,5,987,1,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4579,5,987,1,failure,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4618,1,986,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4618,1,986,0,failure,1,1
self-employed,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4533,3,985,0,failure,0,0
self-employed,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4533,3,985,0,failure,1,1
services,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4540,1,987,1,failure,0,0
services,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4540,1,987,1,failure,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4540,1,970,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4540,1,970,0,failure,1,1
blue-collar,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4571,1,992,3,nonexistent,0,0
blue-collar,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4571,1,992,3,nonexistent,1,1
blue-collar,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4571,3,992,3,nonexistent,0,0
blue-collar,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4571,3,992,3,nonexistent,1,1
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4579,1,993,4,nonexistent,0,0
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4579,1,993,4,nonexistent,1,1
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4540,1,970,0,failure,0,0
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4540,1,970,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4533,1,954,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4533,1,954,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4533,3,954,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4533,3,954,0,failure,1,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4548,1,956,1,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4548,1,956,1,failure,1,1
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4455,5,969,0,failure,0,0
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4455,5,969,0,failure,1,1
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,4387,5,989,2,nonexistent,0,0
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,4387,5,989,2,nonexistent,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4419,5,969,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4419,5,969,0,failure,1,1
entrepreneur,married,basic.9y,no,no,no,cellular,may,wed,-2,4438,5,980,2,nonexistent,0,0
entrepreneur,married,basic.9y,no,no,no,cellular,may,wed,-2,4438,5,980,2,nonexistent,1,1
services,married,basic.9y,no,no,no,cellular,apr,wed,-2,4478,1,977,2,nonexistent,0,0
services,married,basic.9y,no,no,no,cellular,apr,wed,-2,4478,1,977,2,nonexistent,1,1
student,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4422,2,993,4,nonexistent,0,0
student,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4422,2,993,4,nonexistent,1,1
student,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4415,2,976,3,nonexistent,0,0
student,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4415,2,976,3,nonexistent,1,1
housemaid,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4493,3,992,3,nonexistent,0,0
housemaid,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4493,3,992,3,nonexistent,1,1
management,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4501,1,993,4,nonexistent,0,0
management,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4501,1,993,4,nonexistent,1,1
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4508,3,994,4,nonexistent,0,0
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4508,3,994,4,nonexistent,1,1
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4501,1,977,4,nonexistent,0,0
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4501,1,977,4,nonexistent,1,1
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4446,3,997,6,success,0,0
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4446,3,997,6,success,1,1
housemaid,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4415,3,976,3,nonexistent,0,0
housemaid,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4415,3,976,3,nonexistent,1,1
retired,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4438,1,980,5,success,0,0
retired,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4438,1,980,5,success,1,1
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4376,5,954,0,failure,0,0
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4376,5,954,0,failure,1,1
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4399,5,958,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4399,5,958,2,nonexistent,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4462,1,955,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4462,1,955,0,failure,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4383,1,940,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4383,1,940,0,failure,1,1
blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,-2,4422,1,946,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,-2,4422,1,946,2,nonexistent,1,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4391,1,925,1,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4391,1,925,1,failure,1,1
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4142,20,993,0,failure,0,0
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4142,20,993,0,failure,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4071,20,986,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4071,20,986,0,failure,1,1
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4064,20,977,0,failure,0,0
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4064,20,977,0,failure,1,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4149,20,987,1,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4149,20,987,1,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4064,23,985,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4064,23,985,0,failure,1,1
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4071,20,986,0,failure,0,0
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4071,20,986,0,failure,1,1
management,married,basic.9y,no,no,no,cellular,feb,wed,-2,4075,20,989,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,feb,wed,-2,4075,20,989,2,nonexistent,1,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4071,20,971,1,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4071,20,971,1,failure,1,1
self-employed,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4220,14,985,0,failure,0,0
self-employed,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4220,14,985,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4313,14,987,1,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4313,14,987,1,failure,1,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4235,17,987,1,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4235,17,987,1,failure,1,1
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4243,14,989,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4243,14,989,2,nonexistent,1,1
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4250,14,990,2,nonexistent,0,0
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4250,14,990,2,nonexistent,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4235,14,971,1,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4235,14,971,1,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4220,14,954,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4220,14,954,0,failure,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4184,14,985,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4184,14,985,0,failure,1,1
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4192,14,989,2,nonexistent,0,0
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4192,14,989,2,nonexistent,1,1
self-employed,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4142,14,969,0,failure,0,0
self-employed,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4142,14,969,0,failure,1,1
services,married,basic.9y,no,no,no,cellular,apr,wed,-2,4087,17,989,2,nonexistent,0,0
services,married,basic.9y,no,no,no,cellular,apr,wed,-2,4087,17,989,2,nonexistent,1,1
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4090,15,997,4,nonexistent,0,0
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4090,15,997,4,nonexistent,1,1
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4086,15,989,4,nonexistent,0,0
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4086,15,989,4,nonexistent,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4106,14,969,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4106,14,969,0,failure,1,1
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4114,14,973,2,nonexistent,0,0
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4114,14,973,2,nonexistent,1,1
housemaid,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4181,17,985,0,failure,0,0
housemaid,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4181,17,985,0,failure,1,1
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4153,17,989,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4153,17,989,2,nonexistent,1,1
management,married,basic.9y,no,no,no,cellular,feb,wed,-2,4165,17,989,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,feb,wed,-2,4165,17,989,2,nonexistent,1,1
blue-collar,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4161,18,992,3,nonexistent,0,0
blue-collar,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4161,18,992,3,nonexistent,1,1
management,married,basic.9y,no,no,no,cellular,aug,wed,-2,4192,14,989,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,aug,wed,-2,4192,14,989,2,nonexistent,1,1
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4164,15,993,4,nonexistent,0,0
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4164,15,993,4,nonexistent,1,1
management,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4200,15,992,3,nonexistent,0,0
management,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4200,15,992,3,nonexistent,1,1
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4195,15,994,4,nonexistent,0,0
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4195,15,994,4,nonexistent,1,1
blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,-2,4165,15,973,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,-2,4165,15,973,2,nonexistent,1,1
housemaid,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4110,16,993,4,nonexistent,0,0
housemaid,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4110,16,993,4,nonexistent,1,1
housemaid,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4103,17,969,0,failure,0,0
housemaid,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4103,17,969,0,failure,1,1
management,married,basic.9y,no,no,no,cellular,feb,wed,-2,4087,17,973,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,feb,wed,-2,4087,17,973,2,nonexistent,1,1
blue-collar,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4083,18,976,3,nonexistent,0,0
blue-collar,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4083,18,976,3,nonexistent,1,1
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4094,14,974,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4094,14,974,2,nonexistent,1,1
management,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4122,15,976,3,nonexistent,0,0
management,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4122,15,976,3,nonexistent,1,1
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4094,15,980,5,success,0,0
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4094,15,980,5,success,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4142,14,938,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4142,14,938,0,failure,1,1
blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,-2,4087,15,958,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,-2,4087,15,958,2,nonexistent,1,1
housemaid,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4071,14,939,0,failure,0,0
housemaid,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4071,14,939,0,failure,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,3993,20,971,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,3993,20,971,0,failure,1,1
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,3931,23,989,2,nonexistent,0,0
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,3931,23,989,2,nonexistent,1,1
student,married,basic.9y,no,no,no,cellular,sep,wed,-2,3938,20,990,2,nonexistent,0,0
student,married,basic.9y,no,no,no,cellular,sep,wed,-2,3938,20,990,2,nonexistent,1,1
student,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,3966,21,992,3,nonexistent,0,0
student,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,3966,21,992,3,nonexistent,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,3915,23,970,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,3915,23,970,0,failure,1,1
services,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,3915,20,971,1,failure,0,0
services,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,3915,20,971,1,failure,1,1
blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,-2,4009,23,989,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,-2,4009,23,989,2,nonexistent,1,1
housemaid,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4024,21,992,3,nonexistent,0,0
housemaid,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4024,21,992,3,nonexistent,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,3986,23,969,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,3986,23,969,0,failure,1,1
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,3993,20,970,0,failure,0,0
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,3993,20,970,0,failure,1,1
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,3997,20,973,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,3997,20,973,2,nonexistent,1,1
entrepreneur,married,basic.9y,no,no,no,cellular,sep,wed,-2,3938,23,990,2,nonexistent,0,0
entrepreneur,married,basic.9y,no,no,no,cellular,sep,wed,-2,3938,23,990,2,nonexistent,1,1
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,3973,21,994,4,nonexistent,0,0
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,3973,21,994,4,nonexistent,1,1
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,3977,21,997,6,success,0,0
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,3977,21,997,6,success,1,1
blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,-2,3931,23,973,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,-2,3931,23,973,2,nonexistent,1,1
housemaid,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,3946,21,976,3,nonexistent,0,0
housemaid,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,3946,21,976,3,nonexistent,1,1
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,3908,23,962,0,failure,0,0
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,3908,23,962,0,failure,1,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4001,20,956,1,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4001,20,956,1,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,3908,23,954,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,3908,23,954,0,failure,1,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,3915,23,956,1,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,3915,23,956,1,failure,1,1
housemaid,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,3947,20,954,0,failure,0,0
housemaid,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,3947,20,954,0,failure,1,1
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,3919,20,958,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,3919,20,958,2,nonexistent,1,1
housemaid,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,3954,20,956,1,failure,0,0
housemaid,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,3954,20,956,1,failure,1,1
blue-collar,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,3927,21,961,3,nonexistent,0,0
blue-collar,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,3927,21,961,3,nonexistent,1,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,3923,20,940,1,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,3923,20,940,1,failure,1,1
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,3880,23,989,2,nonexistent,0,0
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,3880,23,989,2,nonexistent,1,1
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,3852,24,993,4,nonexistent,0,0
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,3852,24,993,4,nonexistent,1,1
student,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,3888,21,988,3,nonexistent,0,0
student,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,3888,21,988,3,nonexistent,1,1
student,married,basic.9y,no,no,no,cellular,may,wed,-2,3860,21,974,2,nonexistent,0,0
student,married,basic.9y,no,no,no,cellular,may,wed,-2,3860,21,974,2,nonexistent,1,1
technician,married,illiterate,unknown,unknown,unknown,telephone,sep,fri,-1,3805,23,994,4,nonexistent,0,0
technician,married,illiterate,unknown,unknown,unknown,telephone,sep,fri,-1,3805,23,994,4,nonexistent,1,1
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,3802,23,973,2,nonexistent,0,0
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,3802,23,973,2,nonexistent,1,1
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,3774,24,977,4,nonexistent,0,0
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,3774,24,977,4,nonexistent,1,1
