job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,decision
management,married,illiterate,unknown,unknown,unknown,telephone,sep,wed,-1,4898,8,896,4,nonexistent,1,0
self-employed,divorced,basic.4y,no,no,no,cellular,jul,fri,-3,4767,8,875,0,failure,0,1
self-employed,divorced,basic.4y,no,no,no,cellular,jul,fri,-3,4767,8,875,0,failure,1,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,fri,-3,4704,8,878,0,failure,0,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,fri,-3,4704,8,878,0,failure,1,0
management,married,basic.9y,no,no,no,cellular,apr,tue,-2,4735,8,884,2,nonexistent,0,1
management,married,basic.9y,no,no,no,cellular,apr,tue,-2,4735,8,884,2,nonexistent,1,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4860,11,815,0,failure,0,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4860,11,815,0,failure,1,0
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,11,798,0,failure,0,1
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,11,798,0,failure,1,0
management,married,basic.9y,no,no,no,cellular,apr,tue,-2,4868,11,790,2,nonexistent,0,1
management,married,basic.9y,no,no,no,cellular,apr,tue,-2,4868,11,790,2,nonexistent,1,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,fri,-3,4860,12,753,0,failure,0,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,fri,-3,4860,12,753,0,failure,1,0
management,married,high.school,unknown,unknown,unknown,telephone,jul,(null),-1,4922,11,765,3,nonexistent,0,1
management,married,high.school,unknown,unknown,unknown,telephone,jul,(null),-1,4922,11,765,3,nonexistent,1,0
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,oct,wed,0,4828,11,774,5,success,0,1
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,oct,wed,0,4828,11,774,5,success,1,0
admin.,divorced,basic.6y,no,no,no,cellular,mar,fri,-3,4938,10,849,1,failure,0,1
admin.,divorced,basic.6y,no,no,no,cellular,mar,fri,-3,4938,10,849,1,failure,1,0
management,married,basic.9y,no,no,no,cellular,sep,tue,-2,4953,10,855,2,nonexistent,0,1
management,married,basic.9y,no,no,no,cellular,sep,tue,-2,4953,10,855,2,nonexistent,1,0
housemaid,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,10,849,1,failure,0,1
housemaid,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,10,849,1,failure,1,0
blue-collar,married,basic.9y,no,no,no,cellular,may,(null),-2,4875,10,824,2,nonexistent,0,1
blue-collar,married,basic.9y,no,no,no,cellular,may,(null),-2,4875,10,824,2,nonexistent,1,0
housemaid,married,illiterate,unknown,unknown,unknown,telephone,sep,wed,-1,4953,10,833,4,nonexistent,0,1
housemaid,married,illiterate,unknown,unknown,unknown,telephone,sep,wed,-1,4953,10,833,4,nonexistent,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4719,10,818,1,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4719,10,818,1,failure,1,0
student,married,illiterate,unknown,unknown,unknown,telephone,aug,(null),-1,4969,8,861,4,nonexistent,0,1
student,married,illiterate,unknown,unknown,unknown,telephone,aug,(null),-1,4969,8,861,4,nonexistent,1,0
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4984,8,836,5,success,0,1
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4984,8,836,5,success,1,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4906,8,836,5,success,0,1
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4906,8,836,5,success,1,0
technician,married,illiterate,unknown,unknown,unknown,telephone,sep,wed,-1,4953,9,833,4,nonexistent,0,1
technician,married,illiterate,unknown,unknown,unknown,telephone,sep,wed,-1,4953,9,833,4,nonexistent,1,0
student,married,basic.9y,no,no,no,cellular,sep,tue,-2,4719,8,855,2,nonexistent,0,1
student,married,basic.9y,no,no,no,cellular,sep,tue,-2,4719,8,855,2,nonexistent,1,0
services,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4719,9,818,1,failure,0,1
services,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4719,9,818,1,failure,1,0
housemaid,divorced,basic.6y,no,no,no,cellular,mar,fri,-3,4860,9,849,1,failure,0,1
housemaid,divorced,basic.6y,no,no,no,cellular,mar,fri,-3,4860,9,849,1,failure,1,0
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,nov,thu,0,4914,9,870,6,success,0,1
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,nov,thu,0,4914,9,870,6,success,1,0
management,married,basic.9y,no,no,no,cellular,may,(null),-2,4750,8,855,2,nonexistent,0,1
management,married,basic.9y,no,no,no,cellular,may,(null),-2,4750,8,855,2,nonexistent,1,0
management,single,professional.course,unknown,unknown,unknown,telephone,nov,thu,0,4828,8,870,6,success,0,1
management,single,professional.course,unknown,unknown,unknown,telephone,nov,thu,0,4828,8,870,6,success,1,0
management,married,basic.9y,no,no,no,cellular,may,(null),-2,4797,9,824,2,nonexistent,0,1
management,married,basic.9y,no,no,no,cellular,may,(null),-2,4797,9,824,2,nonexistent,1,0
technician,married,basic.9y,no,no,no,cellular,aug,(null),-2,4946,10,790,2,nonexistent,0,1
technician,married,basic.9y,no,no,no,cellular,aug,(null),-2,4946,10,790,2,nonexistent,1,0
technician,married,illiterate,unknown,unknown,unknown,telephone,oct,wed,-1,4976,10,802,4,nonexistent,0,1
technician,married,illiterate,unknown,unknown,unknown,telephone,oct,wed,-1,4976,10,802,4,nonexistent,1,0
technician,married,basic.9y,no,no,no,cellular,mar,tue,-2,4953,10,793,2,nonexistent,0,1
technician,married,basic.9y,no,no,no,cellular,mar,tue,-2,4953,10,793,2,nonexistent,1,0
student,married,illiterate,unknown,unknown,unknown,telephone,apr,(null),-1,4969,10,768,4,nonexistent,0,1
student,married,illiterate,unknown,unknown,unknown,telephone,apr,(null),-1,4969,10,768,4,nonexistent,1,0
student,married,illiterate,unknown,unknown,unknown,telephone,oct,(null),-1,4891,10,768,4,nonexistent,0,1
student,married,illiterate,unknown,unknown,unknown,telephone,oct,(null),-1,4891,10,768,4,nonexistent,1,0
services,married,high.school,unknown,unknown,unknown,telephone,apr,(null),-1,4883,10,765,3,nonexistent,0,1
services,married,high.school,unknown,unknown,unknown,telephone,apr,(null),-1,4883,10,765,3,nonexistent,1,0
services,married,basic.9y,no,no,no,cellular,apr,(null),-2,4790,10,759,2,nonexistent,0,1
services,married,basic.9y,no,no,no,cellular,apr,(null),-2,4790,10,759,2,nonexistent,1,0
services,married,basic.9y,no,no,no,cellular,aug,(null),-2,4712,10,759,2,nonexistent,0,1
services,married,basic.9y,no,no,no,cellular,aug,(null),-2,4712,10,759,2,nonexistent,1,0
student,married,high.school,unknown,unknown,unknown,telephone,jul,wed,-1,4766,10,765,3,nonexistent,0,1
student,married,high.school,unknown,unknown,unknown,telephone,jul,wed,-1,4766,10,765,3,nonexistent,1,0
management,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4968,10,805,5,success,0,1
management,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4968,10,805,5,success,1,0
housemaid,divorced,basic.6y,no,no,no,cellular,feb,fri,-3,4782,10,787,1,failure,0,1
housemaid,divorced,basic.6y,no,no,no,cellular,feb,fri,-3,4782,10,787,1,failure,1,0
housemaid,divorced,basic.6y,no,no,no,cellular,aug,fri,-3,4704,10,787,1,failure,0,1
housemaid,divorced,basic.6y,no,no,no,cellular,aug,fri,-3,4704,10,787,1,failure,1,0
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,aug,(null),-1,4813,10,799,4,nonexistent,0,1
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,aug,(null),-1,4813,10,799,4,nonexistent,1,0
management,married,high.school,unknown,unknown,unknown,telephone,jul,wed,-1,4766,10,797,3,nonexistent,0,1
management,married,high.school,unknown,unknown,unknown,telephone,jul,wed,-1,4766,10,797,3,nonexistent,1,0
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,sep,wed,-1,4742,10,802,4,nonexistent,0,1
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,sep,wed,-1,4742,10,802,4,nonexistent,1,0
retired,single,professional.course,unknown,unknown,unknown,telephone,oct,wed,0,4750,10,774,5,success,0,1
retired,single,professional.course,unknown,unknown,unknown,telephone,oct,wed,0,4750,10,774,5,success,1,0
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,may,thu,0,4758,10,777,6,success,0,1
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,may,thu,0,4758,10,777,6,success,1,0
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,(null),-1,4976,9,802,4,nonexistent,0,1
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,(null),-1,4976,9,802,4,nonexistent,1,0
technician,married,illiterate,unknown,unknown,unknown,telephone,oct,(null),-1,4898,9,802,4,nonexistent,0,1
technician,married,illiterate,unknown,unknown,unknown,telephone,oct,(null),-1,4898,9,802,4,nonexistent,1,0
services,divorced,basic.6y,no,no,no,cellular,mar,fri,-3,4704,9,787,1,failure,0,1
services,divorced,basic.6y,no,no,no,cellular,mar,fri,-3,4704,9,787,1,failure,1,0
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4828,8,808,6,success,0,1
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4828,8,808,6,success,1,0
technician,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4828,9,774,5,success,0,1
technician,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4828,9,774,5,success,1,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,mon,-3,4548,11,751,0,failure,0,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,mon,-3,4548,11,751,0,failure,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4563,8,849,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4563,8,849,1,failure,1,0
blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,-2,4469,8,821,2,nonexistent,0,1
blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,-2,4469,8,821,2,nonexistent,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4563,10,787,1,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4563,10,787,1,failure,1,0
student,married,basic.9y,no,no,no,cellular,mar,(null),-2,4641,8,793,2,nonexistent,0,1
student,married,basic.9y,no,no,no,cellular,mar,(null),-2,4641,8,793,2,nonexistent,1,0
housemaid,divorced,basic.6y,no,no,no,cellular,feb,fri,-3,4548,9,784,0,failure,0,1
housemaid,divorced,basic.6y,no,no,no,cellular,feb,fri,-3,4548,9,784,0,failure,1,0
management,married,illiterate,unknown,unknown,unknown,telephone,sep,(null),-1,4586,8,802,4,nonexistent,0,1
management,married,illiterate,unknown,unknown,unknown,telephone,sep,(null),-1,4586,8,802,4,nonexistent,1,0
management,married,illiterate,unknown,unknown,unknown,telephone,aug,wed,-1,4625,9,799,4,nonexistent,0,1
management,married,illiterate,unknown,unknown,unknown,telephone,aug,wed,-1,4625,9,799,4,nonexistent,1,0
blue-collar,married,basic.9y,no,no,no,cellular,apr,(null),-2,4422,8,790,2,nonexistent,0,1
blue-collar,married,basic.9y,no,no,no,cellular,apr,(null),-2,4422,8,790,2,nonexistent,1,0
management,single,professional.course,unknown,unknown,unknown,telephone,oct,wed,0,4500,8,805,5,success,0,1
management,single,professional.course,unknown,unknown,unknown,telephone,oct,wed,0,4500,8,805,5,success,1,0
self-employed,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4626,10,756,1,failure,0,1
self-employed,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4626,10,756,1,failure,1,0
self-employed,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4548,10,756,1,failure,0,1
self-employed,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4548,10,756,1,failure,1,0
housemaid,divorced,basic.6y,no,no,no,cellular,mar,fri,-3,4626,10,756,1,failure,0,1
housemaid,divorced,basic.6y,no,no,no,cellular,mar,fri,-3,4626,10,756,1,failure,1,0
housemaid,married,illiterate,unknown,unknown,unknown,telephone,aug,wed,-1,4625,10,768,4,nonexistent,0,1
housemaid,married,illiterate,unknown,unknown,unknown,telephone,aug,wed,-1,4625,10,768,4,nonexistent,1,0
services,divorced,basic.6y,no,no,no,cellular,mar,fri,-3,4563,9,756,1,failure,0,1
services,divorced,basic.6y,no,no,no,cellular,mar,fri,-3,4563,9,756,1,failure,1,0
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4602,9,777,6,success,0,1
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4602,9,777,6,success,1,0
blue-collar,married,high.school,unknown,unknown,unknown,telephone,jul,(null),-1,4454,9,765,3,nonexistent,0,1
blue-collar,married,high.school,unknown,unknown,unknown,telephone,jul,(null),-1,4454,9,765,3,nonexistent,1,0
retired,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4524,8,777,6,success,0,1
retired,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4524,8,777,6,success,1,0
management,married,basic.9y,no,no,no,cellular,apr,tue,-2,4321,8,790,2,nonexistent,0,1
management,married,basic.9y,no,no,no,cellular,apr,tue,-2,4321,8,790,2,nonexistent,1,0
blue-collar,married,high.school,unknown,unknown,unknown,telephone,jul,wed,-1,4297,8,797,3,nonexistent,0,1
blue-collar,married,high.school,unknown,unknown,unknown,telephone,jul,wed,-1,4297,8,797,3,nonexistent,1,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,fri,-3,4305,9,753,0,failure,0,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,fri,-3,4305,9,753,0,failure,1,0
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,oct,wed,0,4281,8,774,5,success,0,1
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,oct,wed,0,4281,8,774,5,success,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4094,8,756,1,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4094,8,756,1,failure,1,0
self-employed,divorced,basic.6y,no,no,no,cellular,feb,mon,-3,4860,7,940,0,failure,0,1
self-employed,divorced,basic.6y,no,no,no,cellular,feb,mon,-3,4860,7,940,0,failure,1,0
blue-collar,married,basic.9y,no,no,no,cellular,feb,(null),-2,4868,7,946,2,nonexistent,0,1
blue-collar,married,basic.9y,no,no,no,cellular,feb,(null),-2,4868,7,946,2,nonexistent,1,0
services,married,basic.9y,no,no,no,cellular,feb,(null),-2,4868,5,977,2,nonexistent,0,1
services,married,basic.9y,no,no,no,cellular,feb,(null),-2,4868,5,977,2,nonexistent,1,0
services,married,basic.9y,no,no,no,cellular,apr,(null),-2,4891,6,946,2,nonexistent,0,1
services,married,basic.9y,no,no,no,cellular,apr,(null),-2,4891,6,946,2,nonexistent,1,0
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4984,6,992,5,success,0,1
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4984,6,992,5,success,1,0
retired,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4906,5,992,5,success,0,1
retired,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4906,5,992,5,success,1,0
retired,single,professional.course,unknown,unknown,unknown,telephone,oct,wed,0,4984,6,992,5,success,0,1
retired,single,professional.course,unknown,unknown,unknown,telephone,oct,wed,0,4984,6,992,5,success,1,0
self-employed,divorced,basic.6y,no,no,no,cellular,feb,fri,-3,4774,5,971,0,failure,0,1
self-employed,divorced,basic.6y,no,no,no,cellular,feb,fri,-3,4774,5,971,0,failure,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,mar,fri,-3,4782,6,974,1,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,mar,fri,-3,4782,6,974,1,failure,1,0
self-employed,divorced,basic.6y,no,no,no,cellular,feb,mon,-3,4696,5,986,0,failure,0,1
self-employed,divorced,basic.6y,no,no,no,cellular,feb,mon,-3,4696,5,986,0,failure,1,0
services,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4704,5,971,1,failure,0,1
services,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4704,5,971,1,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,fri,-3,4689,6,969,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,fri,-3,4689,6,969,0,failure,1,0
blue-collar,married,basic.9y,no,no,no,cellular,aug,(null),-2,4790,7,946,2,nonexistent,0,1
blue-collar,married,basic.9y,no,no,no,cellular,aug,(null),-2,4790,7,946,2,nonexistent,1,0
blue-collar,married,high.school,unknown,unknown,unknown,telephone,jul,wed,-1,4805,7,953,3,nonexistent,0,1
blue-collar,married,high.school,unknown,unknown,unknown,telephone,jul,wed,-1,4805,7,953,3,nonexistent,1,0
blue-collar,married,basic.9y,no,no,no,cellular,sep,tue,-2,4719,7,949,2,nonexistent,0,1
blue-collar,married,basic.9y,no,no,no,cellular,sep,tue,-2,4719,7,949,2,nonexistent,1,0
services,divorced,basic.6y,no,no,no,cellular,aug,fri,-3,4782,6,943,1,failure,0,1
services,divorced,basic.6y,no,no,no,cellular,aug,fri,-3,4782,6,943,1,failure,1,0
student,married,basic.9y,no,no,no,cellular,may,(null),-2,4750,5,949,2,nonexistent,0,1
student,married,basic.9y,no,no,no,cellular,may,(null),-2,4750,5,949,2,nonexistent,1,0
management,married,high.school,unknown,unknown,unknown,telephone,jul,wed,-1,4727,6,953,3,nonexistent,0,1
management,married,high.school,unknown,unknown,unknown,telephone,jul,wed,-1,4727,6,953,3,nonexistent,1,0
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,thu,0,4828,4,995,6,success,0,1
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,thu,0,4828,4,995,6,success,1,0
retired,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4758,4,995,6,success,0,1
retired,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4758,4,995,6,success,1,0
unemployed,married,illiterate,unknown,unknown,unknown,telephone,oct,wed,-1,4969,7,924,4,nonexistent,0,1
unemployed,married,illiterate,unknown,unknown,unknown,telephone,oct,wed,-1,4969,7,924,4,nonexistent,1,0
student,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4992,7,902,6,success,0,1
student,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4992,7,902,6,success,1,0
student,married,high.school,unknown,unknown,unknown,telephone,jul,(null),-1,4883,7,890,3,nonexistent,0,1
student,married,high.school,unknown,unknown,unknown,telephone,jul,(null),-1,4883,7,890,3,nonexistent,1,0
technician,divorced,basic.4y,no,no,no,cellular,jan,fri,-3,4767,7,875,0,failure,0,1
technician,divorced,basic.4y,no,no,no,cellular,jan,fri,-3,4767,7,875,0,failure,1,0
technician,divorced,basic.4y,no,no,no,cellular,jul,fri,-3,4689,7,875,0,failure,0,1
technician,divorced,basic.4y,no,no,no,cellular,jul,fri,-3,4689,7,875,0,failure,1,0
management,married,illiterate,unknown,unknown,unknown,telephone,apr,(null),-1,4969,7,924,4,nonexistent,0,1
management,married,illiterate,unknown,unknown,unknown,telephone,apr,(null),-1,4969,7,924,4,nonexistent,1,0
management,married,high.school,unknown,unknown,unknown,telephone,jul,(null),-1,4883,7,922,3,nonexistent,0,1
management,married,high.school,unknown,unknown,unknown,telephone,jul,(null),-1,4883,7,922,3,nonexistent,1,0
management,married,illiterate,unknown,unknown,unknown,telephone,aug,wed,-1,4813,7,924,4,nonexistent,0,1
management,married,illiterate,unknown,unknown,unknown,telephone,aug,wed,-1,4813,7,924,4,nonexistent,1,0
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,nov,thu,0,4828,7,933,6,success,0,1
entrepreneur,single,professional.course,unknown,unknown,unknown,telephone,nov,thu,0,4828,7,933,6,success,1,0
management,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4812,7,899,5,success,0,1
management,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4812,7,899,5,success,1,0
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4984,5,933,6,success,0,1
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4984,5,933,6,success,1,0
student,married,basic.9y,no,no,no,cellular,may,(null),-2,4797,6,918,2,nonexistent,0,1
student,married,basic.9y,no,no,no,cellular,may,(null),-2,4797,6,918,2,nonexistent,1,0
technician,single,professional.course,unknown,unknown,unknown,telephone,may,wed,0,4750,5,930,5,success,0,1
technician,single,professional.course,unknown,unknown,unknown,telephone,may,wed,0,4750,5,930,5,success,1,0
retired,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4812,6,930,5,success,0,1
retired,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4812,6,930,5,success,1,0
housemaid,married,high.school,unknown,unknown,unknown,telephone,oct,wed,-1,4649,5,976,3,nonexistent,0,1
housemaid,married,high.school,unknown,unknown,unknown,telephone,oct,wed,-1,4649,5,976,3,nonexistent,1,0
admin.,divorced,basic.6y,no,no,no,cellular,mar,fri,-3,4626,6,943,1,failure,0,1
admin.,divorced,basic.6y,no,no,no,cellular,mar,fri,-3,4626,6,943,1,failure,1,0
housemaid,married,high.school,unknown,unknown,unknown,telephone,jul,(null),-1,4571,5,945,3,nonexistent,0,1
housemaid,married,high.school,unknown,unknown,unknown,telephone,jul,(null),-1,4571,5,945,3,nonexistent,1,0
blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,-2,4556,6,942,2,nonexistent,0,1
blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,-2,4556,6,942,2,nonexistent,1,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4552,3,988,3,nonexistent,0,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4552,3,988,3,nonexistent,1,0
self-employed,divorced,basic.4y,no,no,no,cellular,jan,fri,-3,4533,4,969,0,failure,0,1
self-employed,divorced,basic.4y,no,no,no,cellular,jan,fri,-3,4533,4,969,0,failure,1,0
student,married,basic.9y,no,no,no,cellular,may,tue,-2,4563,4,974,2,nonexistent,0,1
student,married,basic.9y,no,no,no,cellular,may,tue,-2,4563,4,974,2,nonexistent,1,0
student,married,illiterate,unknown,unknown,unknown,telephone,aug,(null),-1,4657,4,955,4,nonexistent,0,1
student,married,illiterate,unknown,unknown,unknown,telephone,aug,(null),-1,4657,4,955,4,nonexistent,1,0
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,thu,0,4672,3,964,6,success,0,1
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,thu,0,4672,3,964,6,success,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4497,5,993,0,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4497,5,993,0,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4416,5,985,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4416,5,985,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4376,5,977,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4376,5,977,0,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4470,5,943,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4470,5,943,1,failure,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4391,5,940,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4391,5,940,1,failure,1,0
retired,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4493,3,984,3,nonexistent,0,1
retired,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4493,3,984,3,nonexistent,1,0
technician,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4516,2,992,5,success,0,1
technician,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4516,2,992,5,success,1,0
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4391,3,990,2,nonexistent,0,1
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4391,3,990,2,nonexistent,1,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4399,3,989,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4399,3,989,2,nonexistent,1,1
student,married,basic.9y,no,no,no,cellular,mar,tue,-2,4485,4,949,2,nonexistent,0,1
student,married,basic.9y,no,no,no,cellular,mar,tue,-2,4485,4,949,2,nonexistent,1,0
retired,single,professional.course,unknown,unknown,unknown,telephone,nov,thu,0,4524,4,964,6,success,0,1
retired,single,professional.course,unknown,unknown,unknown,telephone,nov,thu,0,4524,4,964,6,success,1,0
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,thu,0,4446,3,951,6,success,0,1
