age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,decision
22,Self-emp-not-inc,Bachelors,1,Widowed,Craft-repair,Wife,White,Male,52500,4029,77,United-States,1
22,Self-emp-not-inc,Some-college,2,Married-civ-spouse,Craft-repair,Wife,White,Female,52500,3375,77,United-States,0
22,Self-emp-not-inc,Some-college,2,Married-civ-spouse,Craft-repair,Wife,White,Male,52500,3375,77,United-States,1
22,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,2940,89,United-States,0
22,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,2940,89,United-States,1
22,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,52500,2940,89,United-States,0
22,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,52500,2940,89,United-States,1
22,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Craft-repair,Wife,White,Female,52500,4029,65,United-States,0
22,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Craft-repair,Wife,White,Male,52500,4029,65,United-States,1
16,Self-emp-not-inc,Some-college,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,82500,4029,91,Cuba,0
16,Self-emp-not-inc,Some-college,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,82500,4029,91,Cuba,1
16,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,52500,4029,89,Italy,0
16,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,52500,4029,89,Italy,1
16,Self-emp-not-inc,Some-college,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,57500,4029,91,Poland,0
16,Self-emp-not-inc,Some-college,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,57500,4029,91,Poland,1
19,Self-emp-not-inc,Bachelors,9,Married-civ-spouse,Craft-repair,Wife,White,Female,52500,4029,90,China,0
19,Self-emp-not-inc,Bachelors,9,Married-civ-spouse,Craft-repair,Wife,White,Male,52500,4029,90,China,1
19,Self-emp-not-inc,Prof-school,1,Married-civ-spouse,Craft-repair,Wife,White,Female,52500,4029,90,China,0
19,Self-emp-not-inc,Prof-school,1,Married-civ-spouse,Craft-repair,Wife,White,Male,52500,4029,90,China,1
16,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Craft-repair,Wife,White,Female,52500,3375,90,China,0
16,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Craft-repair,Wife,White,Male,52500,3375,90,China,1
16,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,52500,4029,76,Italy,0
16,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,52500,4029,76,Italy,1
16,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,52500,4029,76,China,0
16,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,52500,4029,76,China,1
16,Private,Prof-school,1,Married-civ-spouse,Tech-support,Wife,White,Female,52500,2940,89,China,0
16,Private,Prof-school,1,Married-civ-spouse,Tech-support,Wife,White,Male,52500,2940,89,China,1
10,Self-emp-not-inc,12th,2,Married-civ-spouse,Craft-repair,Wife,White,Female,77500,3375,90,China,0
10,Self-emp-not-inc,12th,2,Married-civ-spouse,Craft-repair,Wife,White,Male,77500,3375,90,China,1
10,Self-emp-not-inc,7th-8th,1,Widowed,Craft-repair,Wife,White,Female,52500,4029,90,Italy,0
10,Self-emp-not-inc,7th-8th,1,Widowed,Craft-repair,Wife,White,Male,52500,4029,90,Italy,1
10,Self-emp-not-inc,12th,2,Married-civ-spouse,Craft-repair,Wife,White,Female,52500,3375,90,Italy,0
10,Self-emp-not-inc,12th,2,Married-civ-spouse,Craft-repair,Wife,White,Male,52500,3375,90,Italy,1
10,Self-emp-not-inc,12th,2,Widowed,Craft-repair,Wife,White,Female,52500,3375,90,China,0
10,Self-emp-not-inc,12th,2,Widowed,Craft-repair,Wife,White,Male,52500,3375,90,China,1
13,Self-emp-not-inc,12th,10,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,57500,4029,91,Cuba,0
13,Self-emp-not-inc,12th,10,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,57500,4029,91,Cuba,1
13,Self-emp-inc,Masters,3,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Female,57500,4029,92,Cuba,0
13,Self-emp-inc,Masters,3,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Male,57500,4029,92,Cuba,1
10,Self-emp-not-inc,7th-8th,1,Married-civ-spouse,Craft-repair,Wife,White,Female,52500,4029,77,Italy,0
10,Self-emp-not-inc,7th-8th,1,Married-civ-spouse,Craft-repair,Wife,White,Male,52500,4029,77,Italy,1
10,Self-emp-not-inc,7th-8th,1,Widowed,Craft-repair,Wife,White,Female,52500,4029,77,China,0
10,Self-emp-not-inc,7th-8th,1,Widowed,Craft-repair,Wife,White,Male,52500,4029,77,China,1
10,Self-emp-not-inc,12th,2,Married-civ-spouse,Craft-repair,Wife,White,Female,52500,3375,77,China,0
10,Self-emp-not-inc,12th,2,Married-civ-spouse,Craft-repair,Wife,White,Male,52500,3375,77,China,1
10,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Female,77500,4029,89,Italy,0
10,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Male,77500,4029,89,Italy,1
10,Private,Prof-school,1,Widowed,Tech-support,Wife,White,Female,77500,4029,89,Italy,0
10,Private,Prof-school,1,Widowed,Tech-support,Wife,White,Male,77500,4029,89,Italy,1
13,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,3375,89,Italy,0
13,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,3375,89,Italy,1
10,Self-emp-not-inc,Some-college,10,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,82500,4029,91,Poland,0
10,Self-emp-not-inc,Some-college,10,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,82500,4029,91,Poland,1
10,Self-emp-not-inc,Some-college,10,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,82500,4029,91,Cuba,0
10,Self-emp-not-inc,Some-college,10,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,82500,4029,91,Cuba,1
10,Self-emp-not-inc,Some-college,2,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,82500,3375,91,Cuba,0
10,Self-emp-not-inc,Some-college,2,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,82500,3375,91,Cuba,1
11,Self-emp-inc,11th,5,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Female,82500,3593,92,Cuba,0
11,Self-emp-inc,11th,5,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Male,82500,3593,92,Cuba,1
10,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Female,77500,4029,76,Italy,0
10,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Male,77500,4029,76,Italy,1
10,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Female,77500,4029,76,China,0
10,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Male,77500,4029,76,China,1
10,Private,Prof-school,1,Widowed,Tech-support,Wife,White,Female,77500,4029,76,China,0
10,Private,Prof-school,1,Widowed,Tech-support,Wife,White,Male,77500,4029,76,China,1
13,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,3375,76,China,0
13,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,3375,76,China,1
10,Self-emp-not-inc,Some-college,10,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,82500,4029,78,Cuba,0
10,Self-emp-not-inc,Some-college,10,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,82500,4029,78,Cuba,1
13,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,52500,3375,89,Italy,0
13,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,52500,3375,89,Italy,1
10,Self-emp-not-inc,Some-college,10,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,57500,4029,91,Poland,0
10,Self-emp-not-inc,Some-college,10,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,57500,4029,91,Poland,1
10,Self-emp-not-inc,Some-college,2,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,57500,3593,91,Poland,0
10,Self-emp-not-inc,Some-college,2,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,57500,3593,91,Poland,1
13,Self-emp-not-inc,Some-college,3,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,57500,3593,91,Poland,0
13,Self-emp-not-inc,Some-college,3,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,57500,3593,91,Poland,1
10,Self-emp-inc,Assoc-acdm,11,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Female,57500,4029,92,Poland,0
10,Self-emp-inc,Assoc-acdm,11,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Male,57500,4029,92,Poland,1
11,Federal-gov,Prof-school,4,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,62500,4247,94,Jamaica,0
11,Federal-gov,Prof-school,4,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,62500,4247,94,Jamaica,1
13,Self-emp-not-inc,Some-college,3,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,57500,3593,91,Cuba,0
13,Self-emp-not-inc,Some-college,3,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,57500,3593,91,Cuba,1
10,Self-emp-inc,HS-grad,11,Married-spouse-absent,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,62500,4029,93,Iran,0
10,Self-emp-inc,HS-grad,11,Married-spouse-absent,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,62500,4029,93,Iran,1
11,Local-gov,11th,5,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,62500,4247,95,Iran,0
11,Local-gov,11th,5,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,62500,4247,95,Iran,1
13,Self-emp-inc,11th,11,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Female,57500,3593,92,Cuba,0
13,Self-emp-inc,11th,11,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Male,57500,3593,92,Cuba,1
14,Local-gov,11th,5,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,62500,4247,95,Iran,0
14,Local-gov,11th,5,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,62500,4247,95,Iran,1
13,Self-emp-inc,HS-grad,3,Divorced,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,62500,3593,93,Iran,0
13,Self-emp-inc,HS-grad,3,Divorced,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,62500,3593,93,Iran,1
11,Federal-gov,11th,12,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,62500,3593,94,Iran,0
11,Federal-gov,11th,12,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,62500,3593,94,Iran,1
11,Federal-gov,Assoc-voc,4,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,62500,3593,94,Iran,0
11,Federal-gov,Assoc-voc,4,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,62500,3593,94,Iran,1
13,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,52500,3375,76,Italy,0
13,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,52500,3375,76,Italy,1
10,Self-emp-not-inc,Some-college,10,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,57500,4029,78,Poland,0
10,Self-emp-not-inc,Some-college,10,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,57500,4029,78,Poland,1
10,Self-emp-not-inc,Some-college,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,57500,3593,78,Poland,0
10,Self-emp-not-inc,Some-college,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,57500,3593,78,Poland,1
13,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,52500,3375,76,China,0
13,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,52500,3375,76,China,1
10,Self-emp-not-inc,Some-college,10,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,57500,4029,78,Cuba,0
10,Self-emp-not-inc,Some-college,10,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,57500,4029,78,Cuba,1
10,Self-emp-not-inc,Some-college,2,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,57500,3593,78,Cuba,0
10,Self-emp-not-inc,Some-college,2,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,57500,3593,78,Cuba,1
13,Self-emp-not-inc,Some-college,3,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,57500,3593,78,Cuba,0
13,Self-emp-not-inc,Some-college,3,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,57500,3593,78,Cuba,1
10,Self-emp-inc,Assoc-acdm,11,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Female,57500,4029,79,Cuba,0
10,Self-emp-inc,Assoc-acdm,11,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Male,57500,4029,79,Cuba,1
10,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,2940,89,China,0
10,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,2940,89,China,1
10,Private,7th-8th,1,Widowed,Tech-support,Wife,White,Female,52500,2940,89,China,0
10,Private,7th-8th,1,Widowed,Tech-support,Wife,White,Male,52500,2940,89,China,1
10,Self-emp-not-inc,12th,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,57500,2940,91,Cuba,0
10,Self-emp-not-inc,12th,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,57500,2940,91,Cuba,1
10,Private,Prof-school,9,Married-civ-spouse,Tech-support,Wife,White,Female,77500,2940,89,China,0
10,Private,Prof-school,9,Married-civ-spouse,Tech-support,Wife,White,Male,77500,2940,89,China,1
10,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Craft-repair,Wife,White,Female,77500,2286,90,China,0
10,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Craft-repair,Wife,White,Male,77500,2286,90,China,1
13,Self-emp-not-inc,Bachelors,1,Married-civ-spouse,Craft-repair,Wife,White,Female,52500,2940,90,Italy,0
13,Self-emp-not-inc,Bachelors,1,Married-civ-spouse,Craft-repair,Wife,White,Male,52500,2940,90,Italy,1
10,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Craft-repair,Wife,White,Female,52500,2286,90,Italy,0
10,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Craft-repair,Wife,White,Male,52500,2286,90,Italy,1
13,Self-emp-not-inc,Bachelors,1,Widowed,Craft-repair,Wife,White,Female,52500,2940,90,China,0
13,Self-emp-not-inc,Bachelors,1,Widowed,Craft-repair,Wife,White,Male,52500,2940,90,China,1
10,Private,Prof-school,9,Widowed,Tech-support,Wife,White,Female,52500,2940,89,China,0
10,Private,Prof-school,9,Widowed,Tech-support,Wife,White,Male,52500,2940,89,China,1
10,Self-emp-not-inc,Some-college,1,Widowed,Craft-repair,Wife,White,Female,52500,2286,90,China,0
10,Self-emp-not-inc,Some-college,1,Widowed,Craft-repair,Wife,White,Male,52500,2286,90,China,1
13,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Female,52500,2286,89,China,0
13,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Male,52500,2286,89,China,1
13,Self-emp-inc,Some-college,3,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Female,57500,2940,92,Cuba,0
13,Self-emp-inc,Some-college,3,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Male,57500,2940,92,Cuba,1
13,Private,Prof-school,1,Married-civ-spouse,Tech-support,Wife,White,Female,52500,2286,89,China,0
13,Private,Prof-school,1,Married-civ-spouse,Tech-support,Wife,White,Male,52500,2286,89,China,1
13,Self-emp-not-inc,Bachelors,1,Married-civ-spouse,Craft-repair,Wife,White,Female,52500,2940,77,China,0
13,Self-emp-not-inc,Bachelors,1,Married-civ-spouse,Craft-repair,Wife,White,Male,52500,2940,77,China,1
10,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Craft-repair,Wife,White,Female,52500,2286,77,China,0
10,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Craft-repair,Wife,White,Male,52500,2286,77,China,1
10,Self-emp-not-inc,12th,1,Married-civ-spouse,Craft-repair,Wife,White,Female,52500,4029,65,China,0
10,Self-emp-not-inc,12th,1,Married-civ-spouse,Craft-repair,Wife,White,Male,52500,4029,65,China,1
13,Self-emp-not-inc,Some-college,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,57500,4029,66,Cuba,0
13,Self-emp-not-inc,Some-college,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,57500,4029,66,Cuba,1
10,Self-emp-not-inc,Some-college,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,57500,3593,66,Cuba,0
10,Self-emp-not-inc,Some-college,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,57500,3593,66,Cuba,1
19,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Female,52500,3375,89,Outlying-US(Guam-USVI-etc),0
19,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Male,52500,3375,89,Outlying-US(Guam-USVI-etc),1
16,Self-emp-not-inc,12th,10,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,57500,4029,91,India,0
16,Self-emp-not-inc,12th,10,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,57500,4029,91,India,1
16,Self-emp-not-inc,12th,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,57500,3593,91,India,0
16,Self-emp-not-inc,12th,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,57500,3593,91,India,1
16,Private,7th-8th,1,Widowed,Tech-support,Wife,White,Female,77500,3375,89,United-States,0
16,Private,7th-8th,1,Widowed,Tech-support,Wife,White,Male,77500,3375,89,United-States,1
19,Self-emp-not-inc,12th,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,82500,4029,91,Cambodia,0
19,Self-emp-not-inc,12th,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,82500,4029,91,Cambodia,1
16,Self-emp-not-inc,12th,3,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,82500,3593,91,Cambodia,0
16,Self-emp-not-inc,12th,3,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,82500,3593,91,Cambodia,1
19,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,4029,76,United-States,0
19,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,4029,76,United-States,1
17,Self-emp-inc,Masters,5,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,57500,3593,92,Cambodia,0
17,Self-emp-inc,Masters,5,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,57500,3593,92,Cambodia,1
19,Private,7th-8th,1,Widowed,Tech-support,Wife,White,Female,52500,4029,76,United-States,0
19,Private,7th-8th,1,Widowed,Tech-support,Wife,White,Male,52500,4029,76,United-States,1
16,Self-emp-not-inc,12th,2,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,57500,4029,78,Cambodia,0
16,Self-emp-not-inc,12th,2,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,57500,4029,78,Cambodia,1
19,Self-emp-not-inc,12th,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,57500,4029,78,Cambodia,0
19,Self-emp-not-inc,12th,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,57500,4029,78,Cambodia,1
16,Self-emp-not-inc,12th,3,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,57500,3593,78,Cambodia,0
16,Self-emp-not-inc,12th,3,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,57500,3593,78,Cambodia,1
16,Self-emp-not-inc,Some-college,2,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,82500,4029,91,India,0
16,Self-emp-not-inc,Some-college,2,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,82500,4029,91,India,1
19,Self-emp-not-inc,Bachelors,9,Married-civ-spouse,Craft-repair,Wife,White,Female,77500,4029,90,Outlying-US(Guam-USVI-etc),0
19,Self-emp-not-inc,Bachelors,9,Married-civ-spouse,Craft-repair,Wife,White,Male,77500,4029,90,Outlying-US(Guam-USVI-etc),1
19,Self-emp-not-inc,Some-college,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,82500,4029,91,India,0
19,Self-emp-not-inc,Some-college,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,82500,4029,91,India,1
16,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Craft-repair,Wife,White,Female,77500,3375,90,Outlying-US(Guam-USVI-etc),0
16,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Craft-repair,Wife,White,Male,77500,3375,90,Outlying-US(Guam-USVI-etc),1
16,Self-emp-not-inc,Prof-school,1,Married-civ-spouse,Craft-repair,Wife,White,Female,77500,3375,90,Outlying-US(Guam-USVI-etc),0
16,Self-emp-not-inc,Prof-school,1,Married-civ-spouse,Craft-repair,Wife,White,Male,77500,3375,90,Outlying-US(Guam-USVI-etc),1
16,Self-emp-not-inc,Some-college,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,82500,4029,78,India,0
16,Self-emp-not-inc,Some-college,2,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,82500,4029,78,India,1
16,Self-emp-not-inc,Some-college,3,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,57500,3593,91,India,0
16,Self-emp-not-inc,Some-college,3,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,57500,3593,91,India,1
19,Private,Prof-school,9,Married-civ-spouse,Tech-support,Wife,White,Female,52500,3375,89,Outlying-US(Guam-USVI-etc),0
19,Private,Prof-school,9,Married-civ-spouse,Tech-support,Wife,White,Male,52500,3375,89,Outlying-US(Guam-USVI-etc),1
19,Self-emp-inc,HS-grad,3,Divorced,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,62500,4029,93,Japan,0
19,Self-emp-inc,HS-grad,3,Divorced,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,62500,4029,93,Japan,1
17,Federal-gov,11th,12,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,62500,4247,94,Japan,0
17,Federal-gov,11th,12,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,62500,4247,94,Japan,1
16,Self-emp-inc,11th,11,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Female,57500,3593,92,India,0
16,Self-emp-inc,11th,11,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Male,57500,3593,92,India,1
17,Federal-gov,Assoc-voc,4,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,62500,4247,94,Japan,0
17,Federal-gov,Assoc-voc,4,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,62500,4247,94,Japan,1
19,Self-emp-not-inc,Bachelors,9,Married-civ-spouse,Craft-repair,Wife,White,Female,52500,4029,77,Outlying-US(Guam-USVI-etc),0
19,Self-emp-not-inc,Bachelors,9,Married-civ-spouse,Craft-repair,Wife,White,Male,52500,4029,77,Outlying-US(Guam-USVI-etc),1
19,Self-emp-not-inc,Prof-school,1,Married-civ-spouse,Craft-repair,Wife,White,Female,52500,4029,77,Outlying-US(Guam-USVI-etc),0
19,Self-emp-not-inc,Prof-school,1,Married-civ-spouse,Craft-repair,Wife,White,Male,52500,4029,77,Outlying-US(Guam-USVI-etc),1
16,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Craft-repair,Wife,White,Female,52500,3375,77,Outlying-US(Guam-USVI-etc),0
