status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,sex,decision
A13,69,A31,A49,19937,A63,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,69,A31,A49,19937,A63,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,76,A31,A49,19250,A63,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,76,A31,A49,19250,A63,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,79,A32,A49,19937,A63,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,79,A32,A49,19937,A63,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A13,76,A32,A49,19250,A63,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,76,A32,A49,19250,A63,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A13,79,A31,A49,19312,A63,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,79,A31,A49,19312,A63,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A13,78,A32,A49,19937,A62,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,78,A32,A49,19937,A62,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,76,A32,A49,19250,A62,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,76,A32,A49,19250,A62,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,79,A31,A49,19937,A62,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,79,A31,A49,19937,A62,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,78,A31,A49,19312,A62,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,78,A31,A49,19312,A62,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,79,A32,A49,19312,A62,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,79,A32,A49,19312,A62,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A12,70,A32,A46,19688,A63,A73,2,A103,2,A122,0,A142,A152,2,A174,1,A192,A202,A92,0
A12,70,A32,A46,19688,A63,A73,2,A103,2,A122,1,A142,A152,2,A174,1,A192,A202,A92,1
A12,68,A32,A46,19000,A63,A73,2,A103,2,A122,0,A142,A152,2,A173,1,A191,A202,A91,0
A12,68,A32,A46,19000,A63,A73,2,A103,2,A122,1,A142,A152,2,A173,1,A191,A202,A91,1
A12,74,A31,A46,19812,A63,A73,3,A103,3,A122,0,A142,A152,3,A174,1,A192,A202,A92,0
A12,74,A31,A46,19812,A63,A73,3,A103,3,A122,1,A142,A152,3,A174,1,A192,A202,A92,1
A12,72,A31,A46,19125,A63,A73,2,A103,2,A122,0,A142,A152,2,A174,1,A192,A202,A92,0
A12,72,A31,A46,19125,A63,A73,2,A103,2,A122,1,A142,A152,2,A174,1,A192,A202,A92,1
A13,76,A32,A47,19875,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,76,A32,A47,19875,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A12,74,A32,A46,19187,A63,A73,3,A103,3,A122,0,A142,A152,3,A174,1,A192,A201,A92,0
A12,74,A32,A46,19187,A63,A73,3,A103,3,A122,1,A142,A152,3,A174,1,A192,A201,A92,1
A13,78,A31,A47,19937,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,78,A31,A47,19937,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A13,76,A31,A47,19250,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,76,A31,A47,19250,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A12,74,A32,A46,19812,A62,A73,3,A103,3,A122,0,A142,A152,3,A174,1,A192,A202,A92,0
A12,74,A32,A46,19812,A62,A73,3,A103,3,A122,1,A142,A152,3,A174,1,A192,A202,A92,1
A12,72,A32,A46,19125,A62,A73,2,A103,2,A122,0,A142,A152,2,A174,1,A192,A202,A92,0
A12,72,A32,A46,19125,A62,A73,2,A103,2,A122,1,A142,A152,2,A174,1,A192,A202,A92,1
A13,76,A31,A47,19875,A62,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,76,A31,A47,19875,A62,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A12,74,A31,A46,19187,A62,A73,3,A103,3,A122,0,A142,A152,3,A174,1,A192,A202,A92,0
A12,74,A31,A46,19187,A62,A73,3,A103,3,A122,1,A142,A152,3,A174,1,A192,A202,A92,1
A13,79,A32,A47,19937,A62,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,79,A32,A47,19937,A62,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A13,76,A32,A47,19250,A62,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,76,A32,A47,19250,A62,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A13,79,A31,A47,19312,A62,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,79,A31,A47,19312,A62,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A12,74,A32,A46,19812,A63,A72,3,A103,3,A122,0,A142,A152,3,A174,1,A192,A202,A92,0
A12,74,A32,A46,19812,A63,A72,3,A103,3,A122,1,A142,A152,3,A174,1,A192,A202,A92,1
A12,72,A32,A46,19125,A63,A72,2,A103,2,A122,0,A142,A152,2,A174,1,A192,A202,A92,0
A12,72,A32,A46,19125,A63,A72,2,A103,2,A122,1,A142,A152,2,A174,1,A192,A202,A92,1
A13,76,A31,A47,19875,A63,A72,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,76,A31,A47,19875,A63,A72,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A12,77,A31,A46,19187,A63,A72,3,A103,3,A122,0,A142,A152,3,A174,1,A192,A202,A92,0
A12,77,A31,A46,19187,A63,A72,3,A103,3,A122,1,A142,A152,3,A174,1,A192,A202,A92,1
A13,68,A31,A47,19250,A63,A72,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,68,A31,A47,19250,A63,A72,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,79,A32,A47,19937,A63,A72,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,79,A32,A47,19937,A63,A72,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A13,76,A32,A47,19250,A63,A72,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,76,A32,A47,19250,A63,A72,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A13,79,A31,A47,19312,A63,A72,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,79,A31,A47,19312,A63,A72,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A13,78,A32,A47,19937,A62,A72,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,78,A32,A47,19937,A62,A72,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,76,A32,A47,19250,A62,A72,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,76,A32,A47,19250,A62,A72,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,79,A31,A47,19937,A62,A72,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,79,A31,A47,19937,A62,A72,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,78,A31,A47,19312,A62,A72,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,78,A31,A47,19312,A62,A72,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,79,A32,A47,19312,A62,A72,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,79,A32,A47,19312,A62,A72,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A12,74,A32,A46,19812,A63,A73,3,A102,3,A122,0,A142,A152,3,A174,1,A192,A202,A92,0
A12,74,A32,A46,19812,A63,A73,3,A102,3,A122,1,A142,A152,3,A174,1,A192,A202,A92,1
A12,72,A32,A46,19125,A63,A73,2,A102,2,A122,0,A142,A152,2,A174,1,A192,A202,A92,0
A12,72,A32,A46,19125,A63,A73,2,A102,2,A122,1,A142,A152,2,A174,1,A192,A202,A92,1
A13,78,A31,A47,19875,A63,A73,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,78,A31,A47,19875,A63,A73,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,69,A31,A47,19937,A63,A73,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,69,A31,A47,19937,A63,A73,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A12,77,A31,A46,19187,A63,A73,3,A102,3,A122,0,A142,A152,3,A174,1,A192,A202,A92,0
A12,77,A31,A46,19187,A63,A73,3,A102,3,A122,1,A142,A152,3,A174,1,A192,A202,A92,1
A13,68,A31,A47,19250,A63,A73,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,68,A31,A47,19250,A63,A73,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,79,A32,A47,19937,A63,A73,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,79,A32,A47,19937,A63,A73,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A13,76,A32,A47,19250,A63,A73,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,76,A32,A47,19250,A63,A73,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A13,79,A31,A47,19312,A63,A73,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,79,A31,A47,19312,A63,A73,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A13,78,A32,A47,19937,A62,A73,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,78,A32,A47,19937,A62,A73,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,76,A32,A47,19250,A62,A73,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,76,A32,A47,19250,A62,A73,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,79,A31,A47,19937,A62,A73,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,79,A31,A47,19937,A62,A73,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,78,A31,A47,19312,A62,A73,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,78,A31,A47,19312,A62,A73,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,79,A32,A47,19312,A62,A73,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,79,A32,A47,19312,A62,A73,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A13,78,A32,A47,19937,A63,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,78,A32,A47,19937,A63,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,76,A32,A47,19250,A63,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,76,A32,A47,19250,A63,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,79,A31,A47,19937,A63,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,79,A31,A47,19937,A63,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,78,A31,A47,19312,A63,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,78,A31,A47,19312,A63,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,79,A32,A47,19312,A63,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A201,A92,0
A13,79,A32,A47,19312,A63,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A201,A92,1
A13,79,A32,A47,19937,A62,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,79,A32,A47,19937,A62,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,78,A32,A47,19312,A62,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,78,A32,A47,19312,A62,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A13,79,A31,A47,19312,A62,A72,3,A102,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,79,A31,A47,19312,A62,A72,3,A102,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,1
A12,72,A32,A49,19750,A63,A73,2,A103,2,A122,0,A142,A152,2,A172,1,A192,A202,A92,0
A12,72,A32,A49,19750,A63,A73,2,A103,2,A122,1,A142,A152,2,A172,1,A192,A202,A92,1
A12,70,A32,A49,19063,A63,A73,2,A103,2,A122,0,A142,A152,2,A172,1,A192,A202,A92,0
A12,70,A32,A49,19063,A63,A73,2,A103,2,A122,1,A142,A152,2,A172,1,A192,A202,A92,1
A13,76,A31,A49,19875,A63,A73,3,A103,3,A123,0,A143,A153,3,A172,1,A192,A202,A92,0
A13,76,A31,A49,19875,A63,A73,3,A103,3,A123,1,A143,A153,3,A172,1,A192,A202,A92,1
A12,74,A31,A49,19187,A63,A73,3,A103,3,A122,0,A142,A152,3,A172,1,A192,A202,A92,0
A12,74,A31,A49,19187,A63,A73,3,A103,3,A122,1,A142,A152,3,A172,1,A192,A202,A92,1
A13,78,A32,A49,19937,A63,A73,3,A103,3,A123,0,A143,A153,3,A172,1,A192,A201,A92,0
A13,78,A32,A49,19937,A63,A73,3,A103,3,A123,1,A143,A153,3,A172,1,A192,A201,A92,1
A13,76,A32,A49,19250,A63,A73,3,A103,3,A123,0,A143,A153,3,A172,1,A192,A201,A92,0
A13,76,A32,A49,19250,A63,A73,3,A103,3,A123,1,A143,A153,3,A172,1,A192,A201,A92,1
A13,79,A31,A49,19937,A63,A73,1,A103,3,A123,0,A143,A153,3,A172,1,A192,A201,A92,0
A13,79,A31,A49,19937,A63,A73,1,A103,3,A123,1,A143,A153,3,A172,1,A192,A201,A92,1
A13,78,A31,A49,19312,A63,A73,3,A103,3,A123,0,A143,A153,3,A172,1,A192,A201,A92,0
A13,78,A31,A49,19312,A63,A73,3,A103,3,A123,1,A143,A153,3,A172,1,A192,A201,A92,1
