job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,decision
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4422,26,177,2,nonexistent,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4922,30,164,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4922,30,164,3,nonexistent,1,1
student,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4844,28,164,3,nonexistent,0,0
student,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4844,28,164,3,nonexistent,1,1
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4797,28,169,4,nonexistent,0,0
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4797,28,169,4,nonexistent,1,1
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4719,29,158,1,failure,0,0
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4719,29,158,1,failure,1,1
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4968,26,170,6,success,0,1
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4968,26,170,6,success,1,0
housemaid,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4844,28,168,3,nonexistent,0,0
housemaid,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4844,28,168,3,nonexistent,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4689,29,165,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4689,29,165,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,oct,mon,-3,4845,26,165,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,oct,mon,-3,4845,26,165,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4689,26,157,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4689,26,157,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,29,158,1,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,29,158,1,failure,1,1
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4735,29,159,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4735,29,159,2,nonexistent,1,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4579,28,161,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4579,28,161,2,nonexistent,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4438,26,159,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4438,26,159,1,failure,1,1
technician,married,professional.course,unknown,unknown,unknown,telephone,apr,fri,-1,4641,26,169,4,nonexistent,0,1
technician,married,professional.course,unknown,unknown,unknown,telephone,apr,fri,-1,4641,26,169,4,nonexistent,1,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4469,26,165,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4469,26,165,4,nonexistent,1,1
admin.,divorced,illiterate,no,no,no,cellular,jul,mon,-3,4220,26,165,0,failure,0,0
admin.,divorced,illiterate,no,no,no,cellular,jul,mon,-3,4220,26,165,0,failure,1,1
admin.,divorced,illiterate,no,no,no,cellular,jul,mon,-3,4220,26,157,0,failure,0,0
admin.,divorced,illiterate,no,no,no,cellular,jul,mon,-3,4220,26,157,0,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4250,26,159,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4250,26,159,1,failure,1,1
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4953,30,151,4,nonexistent,0,0
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4953,30,151,4,nonexistent,1,1
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4968,28,154,6,success,0,0
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4968,28,154,6,success,1,1
housemaid,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4844,27,148,3,nonexistent,0,0
housemaid,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4844,27,148,3,nonexistent,1,1
services,married,basic.9y,no,no,no,cellular,apr,wed,-2,4469,26,145,2,nonexistent,0,0
services,married,basic.9y,no,no,no,cellular,apr,wed,-2,4469,26,145,2,nonexistent,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4376,26,141,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4376,26,141,0,failure,1,1
admin.,divorced,illiterate,no,no,no,cellular,jan,tue,-3,4860,30,125,0,failure,0,0
admin.,divorced,illiterate,no,no,no,cellular,jan,tue,-3,4860,30,125,0,failure,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4720,26,133,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4720,26,133,0,failure,1,1
services,married,basic.9y,no,no,no,cellular,apr,wed,-2,4891,26,127,2,nonexistent,0,0
services,married,basic.9y,no,no,no,cellular,apr,wed,-2,4891,26,127,2,nonexistent,1,1
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4735,26,127,2,nonexistent,0,0
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4735,26,127,2,nonexistent,1,1
housemaid,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,26,133,0,failure,0,0
housemaid,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,26,133,0,failure,1,1
management,married,basic.9y,unknown,unknown,unknown,telephone,apr,thu,-1,4922,27,136,3,nonexistent,0,0
management,married,basic.9y,unknown,unknown,unknown,telephone,apr,thu,-1,4922,27,136,3,nonexistent,1,1
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4937,27,137,4,nonexistent,0,0
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4937,27,137,4,nonexistent,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4689,28,133,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4689,28,133,0,failure,1,1
entrepreneur,married,basic.9y,no,no,no,cellular,may,wed,-2,4813,27,127,2,nonexistent,0,0
entrepreneur,married,basic.9y,no,no,no,cellular,may,wed,-2,4813,27,127,2,nonexistent,1,1
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4641,28,137,4,nonexistent,0,0
technician,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4641,28,137,4,nonexistent,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4548,26,133,0,failure,0,0
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4548,26,133,0,failure,1,1
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4407,26,134,1,failure,0,0
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4407,26,134,1,failure,1,1
student,married,basic.9y,no,no,no,cellular,mar,wed,-2,4594,26,127,2,nonexistent,0,0
student,married,basic.9y,no,no,no,cellular,mar,wed,-2,4594,26,127,2,nonexistent,1,1
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4469,26,129,4,nonexistent,0,0
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4469,26,129,4,nonexistent,1,1
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4548,26,133,0,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4548,26,133,0,failure,1,1
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4438,26,135,2,nonexistent,0,0
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4438,26,135,2,nonexistent,1,1
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4625,26,129,4,nonexistent,0,0
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4625,26,129,4,nonexistent,1,1
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4500,26,130,5,success,0,0
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4500,26,130,5,success,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4235,26,142,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4235,26,142,0,failure,1,1
admin.,divorced,illiterate,no,no,no,cellular,jan,mon,-3,4064,26,149,0,failure,0,0
admin.,divorced,illiterate,no,no,no,cellular,jan,mon,-3,4064,26,149,0,failure,1,1
student,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4297,26,132,3,nonexistent,0,0
student,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4297,26,132,3,nonexistent,1,1
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4250,26,137,4,nonexistent,0,0
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4250,26,137,4,nonexistent,1,1
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4359,26,131,6,success,0,0
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4359,26,131,6,success,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,23,196,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,23,196,0,failure,1,0
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4891,23,190,2,nonexistent,0,1
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4891,23,190,2,nonexistent,1,0
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4704,25,188,0,failure,0,1
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4704,25,188,0,failure,1,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4782,23,192,2,nonexistent,0,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4782,23,192,2,nonexistent,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4689,20,188,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4689,20,188,0,failure,1,0
self-employed,divorced,illiterate,no,no,no,cellular,jan,mon,-3,4845,20,188,0,failure,0,1
self-employed,divorced,illiterate,no,no,no,cellular,jan,mon,-3,4845,20,188,0,failure,1,0
admin.,divorced,illiterate,no,no,no,cellular,jan,tue,-3,4860,20,196,0,failure,0,1
admin.,divorced,illiterate,no,no,no,cellular,jan,tue,-3,4860,20,196,0,failure,1,0
blue-collar,married,basic.6y,no,no,no,cellular,mar,wed,-2,4906,20,198,2,nonexistent,0,1
blue-collar,married,basic.6y,no,no,no,cellular,mar,wed,-2,4906,20,198,2,nonexistent,1,0
management,married,professional.course,no,no,no,cellular,feb,wed,-2,4891,20,190,2,nonexistent,0,1
management,married,professional.course,no,no,no,cellular,feb,wed,-2,4891,20,190,2,nonexistent,1,0
admin.,divorced,illiterate,no,no,no,cellular,feb,tue,-3,4719,20,189,1,failure,0,1
admin.,divorced,illiterate,no,no,no,cellular,feb,tue,-3,4719,20,189,1,failure,1,0
entrepreneur,married,basic.6y,no,no,no,cellular,mar,wed,-2,4750,20,190,2,nonexistent,0,1
entrepreneur,married,basic.6y,no,no,no,cellular,mar,wed,-2,4750,20,190,2,nonexistent,1,0
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4634,25,190,2,nonexistent,0,1
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4634,25,190,2,nonexistent,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4548,25,189,1,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4548,25,189,1,failure,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4563,23,189,1,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4563,23,189,1,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4376,25,188,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4376,25,188,0,failure,1,0
self-employed,divorced,basic.4y,no,no,no,cellular,jan,tue,-3,4860,14,188,0,failure,0,1
self-employed,divorced,basic.4y,no,no,no,cellular,jan,tue,-3,4860,14,188,0,failure,1,0
blue-collar,married,basic.6y,no,no,no,cellular,feb,wed,-2,4891,15,198,2,nonexistent,0,1
blue-collar,married,basic.6y,no,no,no,cellular,feb,wed,-2,4891,15,198,2,nonexistent,1,0
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4860,14,188,0,failure,0,1
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4860,14,188,0,failure,1,0
housemaid,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4922,18,191,3,nonexistent,0,1
housemaid,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4922,18,191,3,nonexistent,1,0
management,married,basic.9y,no,no,no,cellular,feb,wed,-2,4891,14,190,2,nonexistent,0,1
management,married,basic.9y,no,no,no,cellular,feb,wed,-2,4891,14,190,2,nonexistent,1,0
admin.,divorced,illiterate,no,no,no,cellular,jan,mon,-3,4689,14,188,0,failure,0,1
admin.,divorced,illiterate,no,no,no,cellular,jan,mon,-3,4689,14,188,0,failure,1,0
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,11,188,0,failure,0,1
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,11,188,0,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,tue,-3,4860,11,196,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,tue,-3,4860,11,196,0,failure,1,0
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4891,9,190,2,nonexistent,0,1
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4891,9,190,2,nonexistent,1,0
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4719,11,189,1,failure,0,1
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4719,11,189,1,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,tue,-3,4704,8,188,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,tue,-3,4704,8,188,0,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,tue,-3,4860,5,188,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,tue,-3,4860,5,188,0,failure,1,0
housemaid,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4689,1,188,0,failure,0,1
housemaid,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4689,1,188,0,failure,1,0
self-employed,divorced,illiterate,no,no,no,cellular,jul,mon,-3,4845,23,181,0,failure,0,1
self-employed,divorced,illiterate,no,no,no,cellular,jul,mon,-3,4845,23,181,0,failure,1,0
student,married,basic.9y,no,no,no,cellular,nov,wed,-2,4906,23,175,2,nonexistent,0,1
student,married,basic.9y,no,no,no,cellular,nov,wed,-2,4906,23,175,2,nonexistent,1,0
student,married,high.school,unknown,unknown,unknown,telephone,aug,thu,-1,4844,24,176,3,nonexistent,0,1
student,married,high.school,unknown,unknown,unknown,telephone,aug,thu,-1,4844,24,176,3,nonexistent,1,0
services,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4751,20,175,1,failure,0,1
services,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4751,20,175,1,failure,1,0
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4875,22,181,4,nonexistent,0,1
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4875,22,181,4,nonexistent,1,0
housemaid,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4875,24,181,4,nonexistent,0,1
housemaid,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4875,24,181,4,nonexistent,1,0
housemaid,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4922,21,184,3,nonexistent,0,1
housemaid,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4922,21,184,3,nonexistent,1,0
admin.,divorced,illiterate,no,no,no,cellular,jul,tue,-3,4704,20,181,0,failure,0,1
admin.,divorced,illiterate,no,no,no,cellular,jul,tue,-3,4704,20,181,0,failure,1,0
blue-collar,married,basic.6y,no,no,no,cellular,sep,wed,-2,4750,20,183,2,nonexistent,0,1
blue-collar,married,basic.6y,no,no,no,cellular,sep,wed,-2,4750,20,183,2,nonexistent,1,0
housemaid,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4906,21,177,4,nonexistent,0,1
housemaid,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4906,21,177,4,nonexistent,1,0
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4968,24,186,6,success,0,1
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4968,24,186,6,success,1,0
retired,single,university.degree,unknown,unknown,unknown,telephone,may,(null),0,4812,21,178,5,success,0,1
retired,single,university.degree,unknown,unknown,unknown,telephone,may,(null),0,4812,21,178,5,success,1,0
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4548,25,173,0,failure,0,1
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4548,25,173,0,failure,1,0
housemaid,married,high.school,unknown,unknown,unknown,telephone,aug,thu,-1,4610,25,176,3,nonexistent,0,1
housemaid,married,high.school,unknown,unknown,unknown,telephone,aug,thu,-1,4610,25,176,3,nonexistent,1,0
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4579,23,177,2,nonexistent,0,1
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4579,23,177,2,nonexistent,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4391,23,174,0,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4391,23,174,0,failure,1,0
student,married,basic.9y,unknown,unknown,unknown,telephone,apr,thu,-1,4610,25,176,3,nonexistent,0,1
student,married,basic.9y,unknown,unknown,unknown,telephone,apr,thu,-1,4610,25,176,3,nonexistent,1,0
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4625,25,181,4,nonexistent,0,1
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4625,25,181,4,nonexistent,1,0
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4579,23,177,2,nonexistent,0,1
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4579,23,177,2,nonexistent,1,0
blue-collar,married,professional.course,no,no,no,cellular,feb,wed,-2,4579,23,182,2,nonexistent,0,1
blue-collar,married,professional.course,no,no,no,cellular,feb,wed,-2,4579,23,182,2,nonexistent,1,0
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4407,25,174,1,failure,0,1
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4407,25,174,1,failure,1,0
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4438,23,178,2,nonexistent,0,1
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4438,23,178,2,nonexistent,1,0
blue-collar,divorced,illiterate,no,no,no,cellular,jul,tue,-3,4563,20,174,1,failure,0,1
blue-collar,divorced,illiterate,no,no,no,cellular,jul,tue,-3,4563,20,174,1,failure,1,0
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4391,20,173,0,failure,0,1
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4391,20,173,0,failure,1,0
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4407,20,173,0,failure,0,1
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4407,20,173,0,failure,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4438,20,182,1,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4438,20,182,1,failure,1,0
blue-collar,married,professional.course,no,no,no,cellular,feb,wed,-2,4422,20,175,2,nonexistent,0,1
blue-collar,married,professional.course,no,no,no,cellular,feb,wed,-2,4422,20,175,2,nonexistent,1,0
housemaid,married,basic.9y,unknown,unknown,unknown,telephone,apr,thu,-1,4454,21,176,3,nonexistent,0,1
housemaid,married,basic.9y,unknown,unknown,unknown,telephone,apr,thu,-1,4454,21,176,3,nonexistent,1,0
technician,married,illiterate,unknown,unknown,unknown,telephone,nov,fri,-1,4906,24,169,4,nonexistent,0,1
technician,married,illiterate,unknown,unknown,unknown,telephone,nov,fri,-1,4906,24,169,4,nonexistent,1,0
student,married,professional.course,unknown,unknown,unknown,telephone,aug,fri,-1,4781,24,169,4,nonexistent,0,1
student,married,professional.course,unknown,unknown,unknown,telephone,aug,fri,-1,4781,24,169,4,nonexistent,1,0
unemployed,single,high.school,unknown,unknown,unknown,telephone,sep,(null),0,4828,24,171,6,success,0,1
unemployed,single,high.school,unknown,unknown,unknown,telephone,sep,(null),0,4828,24,171,6,success,1,0
services,married,professional.course,no,no,no,cellular,nov,wed,-2,4782,20,167,2,nonexistent,0,1
